EmployeeNumber,base_value,shap_feature_1,shap_value_1,shap_feature_2,shap_value_2,shap_feature_3,shap_value_3,shap_feature_4,shap_value_4,shap_feature_5,shap_value_5
231,1.401708,PercentSalaryHike,-0.689278,Education,-0.678336,RelationshipSatisfaction,0.648288,MaritalStatus,0.613124,WorkLifeBalance,-0.539701
233,1.401708,RelationshipSatisfaction,-0.918826,NumCompaniesWorked,-0.883073,JobRole,-0.774435,StockOptionLevel,-0.701702,income_to_dept_avg,-0.555903
235,1.401708,JobInvolvement,1.26535,DistanceFromHome,-0.859278,JobSatisfaction,0.824797,BusinessTravel,0.767179,YearsWithCurrManager,0.732892
238,1.401708,EnvironmentSatisfaction,-1.149353,MonthlyIncome,-0.928546,Age,-0.760303,WorkLifeBalance,0.7219,YearsWithCurrManager,-0.578723
239,1.401708,YearsWithCurrManager,-1.128441,StockOptionLevel,-1.035537,BusinessTravel,-0.93275,MaritalStatus,-0.924972,YearsInCurrentRole,-0.807064
240,1.401708,MaritalStatus,-1.05401,StockOptionLevel,-0.721038,MonthlyIncome,-0.710774,RelationshipSatisfaction,0.606691,Age,-0.591843
241,1.401708,MaritalStatus,-0.946718,StockOptionLevel,-0.9262,MonthlyIncome,-0.810315,Age,-0.807415,JobSatisfaction,0.661421
242,1.401708,JobSatisfaction,-2.24194,MonthlyIncome,-0.909172,NumCompaniesWorked,-0.799219,DistanceFromHome,-0.645949,RelationshipSatisfaction,0.623741
243,1.401708,income_to_dept_avg,1.543303,JobSatisfaction,-1.452341,YearsWithCurrManager,0.874118,Age,0.677735,DistanceFromHome,-0.648568
244,1.401708,MaritalStatus,-1.092273,DistanceFromHome,-0.992443,YearsInCurrentRole,-0.782635,promotion_stagnation,-0.638914,JobSatisfaction,0.625557
245,1.401708,JobSatisfaction,-1.602658,Age,-0.94292,total_satisfaction,-0.626933,WorkLifeBalance,-0.535074,OverTime,-0.383986
246,1.401708,JobSatisfaction,-1.339706,StockOptionLevel,-0.910642,TrainingTimesLastYear,0.738109,JobRole,-0.69116,burnout_proxy,0.540361
247,1.401708,EnvironmentSatisfaction,-1.442001,RelationshipSatisfaction,-0.743121,WorkLifeBalance,-0.685846,YearsWithCurrManager,-0.590772,JobRole,-0.516856
248,1.401708,RelationshipSatisfaction,-0.902174,TrainingTimesLastYear,-0.801321,burnout_proxy,0.719003,MaritalStatus,0.513832,Age,-0.507814
249,1.401708,DistanceFromHome,-1.892514,StockOptionLevel,-0.533933,total_satisfaction,0.527571,WorkLifeBalance,0.526102,RelationshipSatisfaction,-0.454319
250,1.401708,JobInvolvement,-1.358495,EnvironmentSatisfaction,-1.047286,StockOptionLevel,-0.916034,MaritalStatus,-0.872715,JobSatisfaction,0.508366
252,1.401708,EnvironmentSatisfaction,-1.103831,TrainingTimesLastYear,-0.856169,RelationshipSatisfaction,-0.661485,MonthlyIncome,-0.617648,JobRole,-0.519441
253,1.401708,income_to_dept_avg,-1.197563,EnvironmentSatisfaction,-0.926438,YearsWithCurrManager,-0.84792,Age,-0.600047,promotion_stagnation,-0.58346
254,1.401708,income_to_dept_avg,-1.330869,JobInvolvement,-0.940414,YearsWithCurrManager,-0.821226,TotalWorkingYears,-0.721971,promotion_stagnation,-0.615918
256,1.401708,EnvironmentSatisfaction,-1.036923,YearsInCurrentRole,-0.996639,promotion_stagnation,-0.948346,YearsWithCurrManager,-0.902344,DistanceFromHome,-0.698587
258,1.401708,income_to_dept_avg,-1.981132,TrainingTimesLastYear,-1.243146,JobRole,-1.12801,EnvironmentSatisfaction,-1.060159,Age,-0.506878
259,1.401708,income_to_dept_avg,-0.906009,YearsInCurrentRole,-0.671234,DistanceFromHome,-0.646604,TrainingTimesLastYear,-0.643664,Education,-0.636372
260,1.401708,EnvironmentSatisfaction,-1.306188,RelationshipSatisfaction,-0.818919,WorkLifeBalance,0.595748,promotion_stagnation,-0.575713,MonthlyIncome,-0.502657
261,1.401708,burnout_proxy,1.024112,OverTime,0.760223,DistanceFromHome,0.735692,RelationshipSatisfaction,0.68952,YearsWithCurrManager,0.568231
262,1.401708,JobInvolvement,-1.09229,JobSatisfaction,-0.863018,EnvironmentSatisfaction,-0.849848,BusinessTravel,-0.80817,MonthlyIncome,-0.704482
264,1.401708,EnvironmentSatisfaction,1.117504,income_to_dept_avg,-1.079035,JobSatisfaction,-0.966212,BusinessTravel,-0.777753,PercentSalaryHike,-0.675683
267,1.401708,JobInvolvement,-1.711235,StockOptionLevel,-0.952024,total_satisfaction,-0.94585,burnout_proxy,0.61562,JobRole,-0.614335
269,1.401708,NumCompaniesWorked,1.104533,RelationshipSatisfaction,-1.064749,TrainingTimesLastYear,-0.62748,MonthlyIncome,-0.510314,BusinessTravel,0.484939
270,1.401708,MaritalStatus,-1.002022,BusinessTravel,-0.94133,TrainingTimesLastYear,-0.746201,Age,-0.738284,StockOptionLevel,-0.661458
271,1.401708,Age,-1.092539,EnvironmentSatisfaction,-0.915286,YearsWithCurrManager,0.891504,income_to_dept_avg,-0.700371,DistanceFromHome,-0.672554
273,1.401708,JobSatisfaction,-1.353953,WorkLifeBalance,1.130777,MonthlyIncome,-0.787697,EnvironmentSatisfaction,-0.603554,StockOptionLevel,-0.555788
274,1.401708,DistanceFromHome,-1.60538,StockOptionLevel,-1.150507,PercentSalaryHike,-0.899169,JobSatisfaction,0.788025,NumCompaniesWorked,0.56214
275,1.401708,JobSatisfaction,-1.08679,MaritalStatus,-0.964896,BusinessTravel,-0.964767,EnvironmentSatisfaction,-0.861939,Education,-0.709002
277,1.401708,EnvironmentSatisfaction,-0.726924,StockOptionLevel,-0.726165,RelationshipSatisfaction,-0.690876,BusinessTravel,0.600243,MaritalStatus,-0.600088
281,1.401708,JobSatisfaction,-1.208007,Age,-0.878187,StockOptionLevel,-0.552415,MonthlyIncome,-0.451506,OverTime,0.434527
282,1.401708,JobRole,-1.150835,JobSatisfaction,0.95437,YearsWithCurrManager,0.814083,burnout_proxy,0.691311,NumCompaniesWorked,0.630555
283,1.401708,JobSatisfaction,-0.89336,WorkLifeBalance,0.744057,DistanceFromHome,0.63944,total_satisfaction,0.555335,YearsAtCompany,0.468281
284,1.401708,JobInvolvement,-1.674462,MaritalStatus,-0.786218,StockOptionLevel,-0.769963,OverTime,0.751667,EnvironmentSatisfaction,-0.745843
286,1.401708,JobSatisfaction,-1.782886,MonthlyIncome,-0.855894,Age,-0.71792,RelationshipSatisfaction,0.668021,promotion_stagnation,-0.590182
287,1.401708,WorkLifeBalance,1.2564,JobSatisfaction,-1.217288,JobRole,-1.065073,EnvironmentSatisfaction,-0.761117,Age,-0.725762
288,1.401708,DistanceFromHome,-1.312008,JobRole,-0.984788,EnvironmentSatisfaction,-0.958069,NumCompaniesWorked,0.727274,JobSatisfaction,0.720815
291,1.401708,JobInvolvement,1.698522,JobSatisfaction,-1.133973,WorkLifeBalance,0.962475,EnvironmentSatisfaction,-0.780782,StockOptionLevel,0.561977
292,1.401708,DistanceFromHome,-1.46383,BusinessTravel,-1.060117,YearsWithCurrManager,-0.833425,MaritalStatus,0.635736,YearsSinceLastPromotion,0.433648
293,1.401708,EnvironmentSatisfaction,-1.345643,RelationshipSatisfaction,-0.556915,MonthlyIncome,0.538632,promotion_stagnation,-0.522424,burnout_proxy,-0.481637
296,1.401708,WorkLifeBalance,1.072914,YearsInCurrentRole,-0.998956,income_to_dept_avg,-0.915708,TrainingTimesLastYear,-0.850391,NumCompaniesWorked,0.829456
297,1.401708,NumCompaniesWorked,1.217611,EnvironmentSatisfaction,-1.09191,burnout_proxy,0.792709,JobSatisfaction,0.695462,Age,0.623058
298,1.401708,income_to_dept_avg,-1.585156,JobSatisfaction,-1.575092,Age,-0.958384,EnvironmentSatisfaction,-0.948057,total_satisfaction,-0.859738
299,1.401708,JobSatisfaction,0.949108,NumCompaniesWorked,0.824667,WorkLifeBalance,0.623543,BusinessTravel,0.590599,YearsWithCurrManager,0.54078
300,1.401708,DistanceFromHome,-1.37067,NumCompaniesWorked,-1.098496,MonthlyIncome,-0.669088,RelationshipSatisfaction,-0.667136,WorkLifeBalance,0.559054
302,1.401708,EnvironmentSatisfaction,-1.042606,JobSatisfaction,-0.956638,NumCompaniesWorked,0.861553,BusinessTravel,-0.65979,WorkLifeBalance,-0.625687
303,1.401708,EnvironmentSatisfaction,-1.037667,MonthlyIncome,-0.861968,RelationshipSatisfaction,-0.618891,JobSatisfaction,0.573186,WorkLifeBalance,-0.555209
304,1.401708,EnvironmentSatisfaction,-1.082256,promotion_stagnation,-0.76308,RelationshipSatisfaction,-0.709946,YearsInCurrentRole,-0.704194,Age,-0.701427
305,1.401708,RelationshipSatisfaction,-1.00434,NumCompaniesWorked,0.825812,WorkLifeBalance,-0.669096,MonthlyIncome,-0.624846,StockOptionLevel,0.587488
306,1.401708,income_to_dept_avg,-1.236802,JobSatisfaction,-1.017534,MaritalStatus,-0.839157,promotion_stagnation,-0.748108,Age,-0.714002
307,1.401708,promotion_stagnation,-1.0549,YearsWithCurrManager,-1.027337,YearsInCurrentRole,-1.004161,NumCompaniesWorked,-0.874389,MaritalStatus,-0.788465
308,1.401708,DistanceFromHome,-1.436606,JobInvolvement,1.327753,NumCompaniesWorked,-1.050201,StockOptionLevel,-0.882507,BusinessTravel,-0.876661
309,1.401708,JobSatisfaction,-1.389114,YearsWithCurrManager,0.855386,Age,-0.706812,TrainingTimesLastYear,-0.704905,JobRole,-0.56612
311,1.401708,JobSatisfaction,-1.239755,EnvironmentSatisfaction,0.764267,Age,-0.644587,YearsWithCurrManager,-0.605797,StockOptionLevel,-0.59407
312,1.401708,JobSatisfaction,-1.041482,DistanceFromHome,-0.846904,YearsInCurrentRole,-0.725147,RelationshipSatisfaction,-0.61501,TrainingTimesLastYear,-0.47291
314,1.401708,DistanceFromHome,-1.10493,YearsWithCurrManager,-0.970724,promotion_stagnation,-0.900241,RelationshipSatisfaction,0.600875,PercentSalaryHike,-0.594881
315,1.401708,JobSatisfaction,-1.497821,JobRole,-0.747204,burnout_proxy,0.630701,DistanceFromHome,0.571327,income_to_dept_avg,0.530379
316,1.401708,JobSatisfaction,-1.811753,Age,-1.181058,WorkLifeBalance,0.715071,income_to_dept_avg,-0.53243,burnout_proxy,-0.503328
319,1.401708,income_to_dept_avg,-0.991181,JobSatisfaction,-0.867885,YearsWithCurrManager,-0.778574,Age,-0.634551,promotion_stagnation,-0.591122
321,1.401708,Age,-1.032987,WorkLifeBalance,0.846615,MonthlyIncome,-0.741169,burnout_proxy,-0.561691,RelationshipSatisfaction,-0.554226
323,1.401708,income_to_dept_avg,-1.551861,DistanceFromHome,-1.075782,EnvironmentSatisfaction,-0.993884,JobSatisfaction,-0.982819,TotalWorkingYears,-0.646636
325,1.401708,JobSatisfaction,-1.126505,WorkLifeBalance,1.10774,NumCompaniesWorked,1.059152,burnout_proxy,0.780013,income_to_dept_avg,0.667874
327,1.401708,income_to_dept_avg,-1.435829,JobSatisfaction,-0.944767,EnvironmentSatisfaction,-0.899361,Age,-0.8175,YearsInCurrentRole,-0.697894
328,1.401708,JobSatisfaction,1.100175,EnvironmentSatisfaction,1.094674,NumCompaniesWorked,0.897998,total_satisfaction,-0.634404,StockOptionLevel,0.585229
329,1.401708,income_to_dept_avg,-1.123527,BusinessTravel,-0.970698,EnvironmentSatisfaction,0.952329,YearsWithCurrManager,-0.758478,Education,-0.705454
330,1.401708,StockOptionLevel,-0.731421,TrainingTimesLastYear,-0.680582,RelationshipSatisfaction,0.604565,PercentSalaryHike,0.522097,income_to_dept_avg,-0.503638
331,1.401708,DistanceFromHome,-1.939898,NumCompaniesWorked,-1.17923,WorkLifeBalance,1.15804,EnvironmentSatisfaction,-1.076284,RelationshipSatisfaction,-0.67251
332,1.401708,DistanceFromHome,-1.399844,MonthlyIncome,-0.766951,StockOptionLevel,-0.68456,Education,-0.676966,MaritalStatus,-0.607523
333,1.401708,JobSatisfaction,-1.919542,BusinessTravel,-0.876154,NumCompaniesWorked,-0.678526,WorkLifeBalance,-0.54374,StockOptionLevel,0.543497
334,1.401708,JobSatisfaction,1.105081,StockOptionLevel,-1.077786,YearsWithCurrManager,1.043313,MaritalStatus,-0.860478,RelationshipSatisfaction,0.578006
335,1.401708,JobSatisfaction,-1.121597,EnvironmentSatisfaction,0.815462,MaritalStatus,-0.802246,StockOptionLevel,-0.687474,JobRole,-0.629228
336,1.401708,JobInvolvement,-1.22576,JobSatisfaction,-1.111583,income_to_dept_avg,-0.859968,DistanceFromHome,-0.851355,NumCompaniesWorked,-0.816992
337,1.401708,income_to_dept_avg,-1.719155,Education,-0.715636,MaritalStatus,-0.687304,Age,0.642959,BusinessTravel,0.601887
338,1.401708,JobSatisfaction,-1.747071,StockOptionLevel,-0.735239,JobRole,-0.715676,WorkLifeBalance,0.689044,Education,-0.48259
339,1.401708,YearsWithCurrManager,-1.021013,EnvironmentSatisfaction,-1.020474,YearsInCurrentRole,-0.963115,StockOptionLevel,-0.874278,NumCompaniesWorked,0.810479
340,1.401708,DistanceFromHome,-1.679874,StockOptionLevel,-0.98035,total_satisfaction,-0.902664,JobSatisfaction,0.875957,RelationshipSatisfaction,0.67108
341,1.401708,JobInvolvement,-1.354035,EnvironmentSatisfaction,0.7193,MonthlyIncome,-0.704083,StockOptionLevel,-0.695328,income_to_dept_avg,-0.664627
342,1.401708,EnvironmentSatisfaction,1.48616,NumCompaniesWorked,0.95173,YearsWithCurrManager,0.883735,BusinessTravel,0.753077,income_to_dept_avg,-0.68515
343,1.401708,JobRole,-1.137648,income_to_dept_avg,-0.812053,DistanceFromHome,-0.738779,NumCompaniesWorked,-0.736742,promotion_stagnation,-0.599143
346,1.401708,JobSatisfaction,-2.071687,PercentSalaryHike,-0.704155,JobRole,-0.625502,burnout_proxy,-0.566081,RelationshipSatisfaction,0.564999
347,1.401708,EnvironmentSatisfaction,-1.31164,JobInvolvement,-1.165799,Age,-0.793228,burnout_proxy,0.754322,MonthlyIncome,-0.630957
349,1.401708,EnvironmentSatisfaction,-1.065124,JobSatisfaction,-1.059513,MaritalStatus,-0.685666,income_to_dept_avg,-0.552643,StockOptionLevel,-0.526498
350,1.401708,DistanceFromHome,-1.295349,NumCompaniesWorked,-1.033814,RelationshipSatisfaction,-0.818557,EnvironmentSatisfaction,0.683586,StockOptionLevel,-0.572116
351,1.401708,EnvironmentSatisfaction,-1.053128,NumCompaniesWorked,-0.836424,Age,-0.744643,StockOptionLevel,-0.727566,MaritalStatus,-0.674964
352,1.401708,income_to_dept_avg,-0.950335,MaritalStatus,-0.877346,EnvironmentSatisfaction,0.760836,YearsWithCurrManager,-0.715512,NumCompaniesWorked,-0.712339
353,1.401708,JobSatisfaction,-1.566453,DistanceFromHome,-1.454814,Age,-0.919768,YearsWithCurrManager,0.735541,JobRole,-0.652724
355,1.401708,MaritalStatus,0.609653,NumCompaniesWorked,-0.571194,JobSatisfaction,0.512319,StockOptionLevel,0.50504,BusinessTravel,0.495974
359,1.401708,JobInvolvement,-1.791566,WorkLifeBalance,0.876632,PercentSalaryHike,-0.740996,StockOptionLevel,0.611958,MonthlyIncome,-0.584283
361,1.401708,JobSatisfaction,-0.928906,EnvironmentSatisfaction,-0.808581,BusinessTravel,-0.745318,Age,-0.71584,TrainingTimesLastYear,0.662969
362,1.401708,EnvironmentSatisfaction,-1.597271,MonthlyIncome,-0.990066,RelationshipSatisfaction,-0.855921,TrainingTimesLastYear,-0.76407,WorkLifeBalance,-0.694309
363,1.401708,income_to_dept_avg,-1.939992,JobInvolvement,1.296007,StockOptionLevel,-0.72299,TotalWorkingYears,-0.55536,EducationField,-0.523395
364,1.401708,WorkLifeBalance,1.028455,YearsWithCurrManager,0.864564,EnvironmentSatisfaction,0.778569,Age,0.745441,DistanceFromHome,-0.600058
366,1.401708,StockOptionLevel,-1.122547,EnvironmentSatisfaction,1.014134,YearsWithCurrManager,0.833026,PercentSalaryHike,-0.800071,DistanceFromHome,-0.760812
367,1.401708,JobSatisfaction,-1.217121,JobRole,-0.938267,MonthlyIncome,-0.7922,NumCompaniesWorked,-0.742807,StockOptionLevel,-0.623944
369,1.401708,JobInvolvement,-1.326719,MaritalStatus,-1.039956,BusinessTravel,-0.862684,RelationshipSatisfaction,-0.79154,JobRole,-0.776548
372,1.401708,income_to_dept_avg,-1.626232,JobSatisfaction,-0.945942,JobRole,-0.930682,YearsWithCurrManager,-0.800135,promotion_stagnation,-0.775536
373,1.401708,JobSatisfaction,-1.015739,YearsWithCurrManager,-0.936414,EnvironmentSatisfaction,-0.88514,Age,-0.82243,NumCompaniesWorked,-0.770126
374,1.401708,income_to_dept_avg,-1.227455,DistanceFromHome,-0.995461,NumCompaniesWorked,-0.864504,EnvironmentSatisfaction,-0.828427,YearsWithCurrManager,-0.800312
376,1.401708,EnvironmentSatisfaction,1.075857,burnout_proxy,1.062996,DistanceFromHome,0.673658,WorkLifeBalance,0.649068,BusinessTravel,-0.632533
377,1.401708,JobSatisfaction,-1.29928,EnvironmentSatisfaction,-0.807655,JobRole,-0.68741,WorkLifeBalance,0.594976,NumCompaniesWorked,-0.528852
378,1.401708,JobSatisfaction,-1.492739,MonthlyIncome,-0.789478,Education,-0.737601,TrainingTimesLastYear,-0.65274,Age,-0.638694
379,1.401708,EnvironmentSatisfaction,-1.080889,YearsWithCurrManager,0.835882,RelationshipSatisfaction,0.694696,Age,0.562005,JobRole,-0.547061
380,1.401708,income_to_dept_avg,-1.657328,JobSatisfaction,-1.370953,DistanceFromHome,-1.266824,Education,-0.855006,PercentSalaryHike,-0.754444
381,1.401708,JobInvolvement,-1.560103,TrainingTimesLastYear,-1.098079,StockOptionLevel,-0.966017,income_to_dept_avg,-0.933194,MaritalStatus,-0.929609
382,1.401708,JobInvolvement,-1.385156,MaritalStatus,-1.133229,StockOptionLevel,-1.074871,MonthlyIncome,-0.932901,EnvironmentSatisfaction,0.76978
384,1.401708,DistanceFromHome,-1.39655,MaritalStatus,-1.032941,MonthlyIncome,-0.83676,TrainingTimesLastYear,-0.811748,total_satisfaction,-0.794469
385,1.401708,income_to_dept_avg,-1.472998,total_satisfaction,-1.176148,MaritalStatus,-1.030613,EnvironmentSatisfaction,0.63815,StockOptionLevel,-0.564831
386,1.401708,income_to_dept_avg,-1.712294,TrainingTimesLastYear,-0.614815,WorkLifeBalance,0.541517,Education,-0.533392,burnout_proxy,0.476138
387,1.401708,DistanceFromHome,-1.15672,YearsInCurrentRole,-0.876403,Age,-0.676133,promotion_stagnation,-0.655309,MonthlyIncome,-0.513379
388,1.401708,JobSatisfaction,-1.690978,promotion_stagnation,-1.093398,YearsWithCurrManager,-0.703787,DistanceFromHome,-0.66364,MonthlyIncome,-0.507279
389,1.401708,JobSatisfaction,-0.867419,MonthlyIncome,-0.751297,promotion_stagnation,-0.657284,StockOptionLevel,-0.502086,DistanceFromHome,0.46034
390,1.401708,JobRole,-1.027663,EnvironmentSatisfaction,0.936404,MonthlyIncome,-0.856338,StockOptionLevel,-0.634678,NumCompaniesWorked,-0.452126
391,1.401708,JobSatisfaction,-1.285314,EnvironmentSatisfaction,-1.10237,DistanceFromHome,-1.009967,MonthlyIncome,-0.814368,Age,-0.756563
392,1.401708,WorkLifeBalance,1.244061,TrainingTimesLastYear,0.801204,DistanceFromHome,0.793671,burnout_proxy,0.774568,EnvironmentSatisfaction,-0.729154
393,1.401708,JobSatisfaction,-1.155134,EnvironmentSatisfaction,-0.996884,Age,-0.844209,MonthlyIncome,-0.843913,JobRole,-0.706706
394,1.401708,EnvironmentSatisfaction,1.06505,burnout_proxy,1.020291,OverTime,0.930975,income_to_dept_avg,0.741131,RelationshipSatisfaction,-0.59099
395,1.401708,JobSatisfaction,-1.614528,EnvironmentSatisfaction,-1.126059,RelationshipSatisfaction,-0.673207,JobRole,-0.589314,income_to_dept_avg,-0.483956
396,1.401708,income_to_dept_avg,-1.873448,Age,-0.801268,burnout_proxy,0.774175,Education,-0.727356,JobSatisfaction,0.564623
397,1.401708,RelationshipSatisfaction,-1.021139,Age,-0.848953,WorkLifeBalance,-0.638545,MonthlyIncome,-0.576718,MaritalStatus,0.533566
399,1.401708,BusinessTravel,0.964481,EnvironmentSatisfaction,-0.900846,StockOptionLevel,-0.786407,WorkLifeBalance,0.674037,MaritalStatus,-0.624848
401,1.401708,JobSatisfaction,-1.05051,burnout_proxy,0.903244,TrainingTimesLastYear,0.750273,EnvironmentSatisfaction,-0.749346,OverTime,0.702481
403,1.401708,JobSatisfaction,-1.356636,Age,-0.801966,JobRole,-0.687847,burnout_proxy,0.659204,BusinessTravel,0.644857
404,1.401708,income_to_dept_avg,-0.684159,Age,-0.676191,NumCompaniesWorked,0.616569,StockOptionLevel,-0.592695,YearsWithCurrManager,-0.579836
405,1.401708,income_to_dept_avg,1.584826,YearsWithCurrManager,0.978848,Age,0.638215,WorkLifeBalance,-0.469439,MaritalStatus,0.448086
406,1.401708,YearsInCurrentRole,-1.145049,StockOptionLevel,-0.868464,WorkLifeBalance,0.758314,YearsWithCurrManager,-0.713198,NumCompaniesWorked,-0.685391
407,1.401708,JobSatisfaction,-1.758328,JobInvolvement,-1.041175,Age,-0.868439,DistanceFromHome,0.65187,StockOptionLevel,-0.645653
408,1.401708,EnvironmentSatisfaction,-1.117661,JobInvolvement,1.099168,NumCompaniesWorked,0.757633,MaritalStatus,-0.695329,MonthlyIncome,-0.686186
410,1.401708,income_to_dept_avg,-1.749091,EnvironmentSatisfaction,-1.189729,YearsInCurrentRole,-0.72116,Age,-0.624444,Education,-0.595858
411,1.401708,income_to_dept_avg,1.728437,YearsWithCurrManager,1.078874,EnvironmentSatisfaction,-0.885062,RelationshipSatisfaction,0.554622,WorkLifeBalance,-0.553294
412,1.401708,JobRole,-1.281073,JobInvolvement,-1.142842,promotion_stagnation,-1.039253,JobSatisfaction,0.870086,MonthlyIncome,-0.743249
416,1.401708,JobInvolvement,-1.67096,JobSatisfaction,-0.941507,StockOptionLevel,-0.785926,MonthlyIncome,-0.458137,income_to_dept_avg,-0.457344
417,1.401708,JobInvolvement,-1.141768,JobRole,-1.07354,DistanceFromHome,-1.041733,JobSatisfaction,-0.922995,YearsInCurrentRole,-0.728782
419,1.401708,BusinessTravel,-0.745012,YearsWithCurrManager,-0.718806,NumCompaniesWorked,0.709521,StockOptionLevel,-0.70426,MonthlyIncome,-0.682213
420,1.401708,EnvironmentSatisfaction,-0.962898,WorkLifeBalance,0.864037,MonthlyIncome,-0.807701,promotion_stagnation,-0.806646,YearsWithCurrManager,-0.588814
421,1.401708,income_to_dept_avg,-1.419365,EnvironmentSatisfaction,0.959291,StockOptionLevel,-0.747738,promotion_stagnation,-0.644593,Age,-0.550088
422,1.401708,DistanceFromHome,-1.230592,JobInvolvement,1.058302,JobRole,-1.049563,EnvironmentSatisfaction,-1.031315,MonthlyIncome,-0.794032
