EmployeeNumber,Age,Department,JobRole,MonthlyIncome,attrition_verdict,attrition_probability,risk_tier,primary_reason,reason_prob_burnout,reason_prob_compensation,reason_prob_stagnation,reason_prob_career_growth
1478,34,Sales,Sales Executive,4759,No,0.0657,Low,N/A,0.0182,0.9424,0.0,0.0394
1479,30,Sales,Sales Executive,5301,No,0.144,Low,N/A,0.0946,0.9054,0.0,0.0
1480,42,Research & Development,Laboratory Technician,3673,No,0.0308,Low,N/A,0.0171,0.9829,0.0,0.0
1481,44,Sales,Sales Executive,4768,No,0.146,Low,N/A,0.0773,0.9127,0.0,0.0099
1482,30,Research & Development,Research Scientist,1274,No,0.1893,Low,N/A,0.0378,0.9622,0.0,0.0
1483,57,Research & Development,Research Scientist,4900,No,0.0013,Low,N/A,0.1198,0.8459,0.0,0.0343
1484,49,Research & Development,Healthcare Representative,10466,No,0.0014,Low,N/A,0.0608,0.9099,0.0,0.0292
1485,34,Research & Development,Research Director,17007,No,0.0388,Low,N/A,0.0958,0.8602,0.0,0.044
1486,28,Sales,Sales Representative,2909,Yes,0.9587,Critical,Compensation,0.0114,0.9788,0.0,0.0098
1487,29,Sales,Sales Executive,5765,Yes,0.995,Critical,Compensation,0.0223,0.9777,0.0,0.0
1489,34,Sales,Sales Executive,4599,Yes,0.9661,Critical,Compensation,0.0279,0.9721,0.0,0.0
1492,35,Sales,Sales Representative,2404,No,0.0765,Low,N/A,0.005,0.995,0.0,0.0
1494,24,Research & Development,Laboratory Technician,3172,Yes,0.9982,Critical,Burnout,0.9067,0.0933,0.0,0.0
1495,24,Sales,Sales Representative,2033,Yes,0.884,Critical,Compensation,0.0069,0.9931,0.0,0.0
1496,44,Research & Development,Manufacturing Director,10209,No,0.2262,Low,N/A,0.8677,0.1275,0.0,0.0049
1497,29,Sales,Sales Executive,8620,No,0.016,Low,N/A,0.0187,0.9568,0.0,0.0246
1499,30,Human Resources,Human Resources,2064,No,0.0233,Low,N/A,0.0196,0.9804,0.0,0.0
1501,55,Research & Development,Healthcare Representative,4035,No,0.0335,Low,N/A,0.0458,0.9542,0.0,0.0
1502,33,Research & Development,Laboratory Technician,3838,No,0.0789,Low,N/A,0.0165,0.9639,0.0,0.0197
1503,47,Sales,Sales Executive,4591,No,0.0346,Low,N/A,0.8087,0.1913,0.0,0.0
1504,28,Research & Development,Laboratory Technician,2561,Yes,0.9973,Critical,Compensation,0.0888,0.9112,0.0,0.0
1506,28,Research & Development,Research Scientist,1563,No,0.2416,Low,N/A,0.0449,0.9454,0.0,0.0097
1507,28,Sales,Sales Executive,4898,No,0.0664,Low,N/A,0.0165,0.9785,0.0,0.0049
1509,49,Research & Development,Laboratory Technician,4789,No,0.0525,Low,N/A,0.0131,0.9869,0.0,0.0
1513,29,Research & Development,Laboratory Technician,3180,No,0.032,Low,N/A,0.0175,0.9825,0.0,0.0
1514,28,Research & Development,Manufacturing Director,6549,No,0.1494,Low,N/A,0.0576,0.9324,0.0,0.01
1515,33,Research & Development,Healthcare Representative,6388,No,0.0602,Low,N/A,0.0388,0.9612,0.0,0.0
1516,32,Research & Development,Manager,11244,No,0.0026,Low,N/A,0.032,0.9285,0.0,0.0395
1520,54,Research & Development,Manager,16032,No,0.0005,Low,N/A,0.0857,0.8848,0.0,0.0295
1522,29,Research & Development,Research Scientist,2362,Yes,0.9645,Critical,Compensation,0.0368,0.9383,0.0,0.0248
1523,44,Research & Development,Research Director,16328,No,0.0097,Low,N/A,0.0563,0.924,0.0,0.0197
1525,39,Research & Development,Manufacturing Director,8376,No,0.0538,Low,N/A,0.0309,0.9392,0.0,0.0298
1527,46,Sales,Manager,16606,No,0.0961,Low,N/A,0.0424,0.9283,0.0,0.0293
1529,35,Research & Development,Healthcare Representative,8606,No,0.1065,Low,N/A,0.0766,0.889,0.0,0.0345
1533,23,Research & Development,Laboratory Technician,2272,No,0.0714,Low,N/A,0.0146,0.9854,0.0,0.0
1534,40,Research & Development,Laboratory Technician,2018,Yes,0.9583,Critical,Compensation,0.0321,0.9679,0.0,0.0
1535,34,Sales,Sales Executive,7083,No,0.0238,Low,N/A,0.0369,0.9042,0.0,0.0588
1537,31,Research & Development,Research Scientist,4084,Yes,0.9648,Critical,Compensation,0.0434,0.922,0.0,0.0347
1539,50,Research & Development,Research Director,14411,No,0.0915,Low,N/A,0.0951,0.8901,0.0,0.0148
1541,34,Sales,Sales Representative,2308,No,0.066,Low,N/A,0.0695,0.8811,0.0,0.0494
1542,42,Research & Development,Laboratory Technician,4841,No,0.0739,Low,N/A,0.0177,0.9773,0.0,0.005
1543,37,Research & Development,Research Scientist,4285,No,0.0558,Low,N/A,0.005,0.9802,0.0,0.0148
1544,29,Research & Development,Healthcare Representative,9715,No,0.0317,Low,N/A,0.0309,0.8947,0.0,0.0745
1545,33,Research & Development,Manufacturing Director,4320,No,0.012,Low,N/A,0.0098,0.9852,0.0,0.0049
1546,45,Research & Development,Research Scientist,2132,No,0.002,Low,N/A,0.023,0.977,0.0,0.0
1547,42,Research & Development,Healthcare Representative,10124,No,0.015,Low,N/A,0.7074,0.2727,0.0,0.0199
1548,40,Sales,Sales Executive,5473,No,0.0164,Low,N/A,0.0109,0.8654,0.0,0.1237
1549,33,Research & Development,Laboratory Technician,5207,No,0.0432,Low,N/A,0.0573,0.9281,0.0,0.0146
1550,40,Human Resources,Manager,16437,No,0.0327,Low,N/A,0.0616,0.8893,0.0,0.0491
1551,24,Research & Development,Laboratory Technician,2296,No,0.2936,Low,N/A,0.0172,0.9828,0.0,0.0
1552,40,Research & Development,Healthcare Representative,4069,No,0.0012,Low,N/A,0.0561,0.9439,0.0,0.0
1553,45,Research & Development,Healthcare Representative,7441,No,0.0095,Low,N/A,0.0282,0.7393,0.0,0.2326
1554,35,Sales,Sales Representative,2430,No,0.0082,Low,N/A,0.0153,0.9847,0.0,0.0
1555,32,Research & Development,Research Scientist,5878,No,0.0761,Low,N/A,0.0034,0.9966,0.0,0.0
1556,36,Sales,Sales Representative,2644,No,0.0207,Low,N/A,0.8258,0.1742,0.0,0.0
1557,48,Sales,Sales Executive,6439,No,0.0082,Low,N/A,0.0394,0.9066,0.0,0.054
1558,29,Research & Development,Research Scientist,2451,No,0.0668,Low,N/A,0.0646,0.9354,0.0,0.0
1560,33,Sales,Sales Executive,6392,No,0.0158,Low,N/A,0.0743,0.911,0.0,0.0147
1562,30,Sales,Sales Executive,9714,Yes,0.9363,Critical,Career Growth,0.0044,0.3509,0.0,0.6447
1563,38,Human Resources,Human Resources,6077,No,0.0612,Low,N/A,0.0084,0.9916,0.0,0.0
1564,35,Research & Development,Laboratory Technician,2450,No,0.0111,Low,N/A,0.0082,0.9918,0.0,0.0
1568,30,Sales,Sales Executive,9250,No,0.0199,Low,N/A,0.0397,0.9254,0.0,0.0349
1569,35,Research & Development,Laboratory Technician,2074,Yes,0.9916,Critical,Compensation,0.0403,0.9597,0.0,0.0
1572,53,Research & Development,Manufacturing Director,10169,No,0.0031,Low,N/A,0.0583,0.8775,0.0,0.0643
1573,38,Research & Development,Manufacturing Director,4855,Yes,0.9374,Critical,Compensation,0.004,0.996,0.0,0.0
1574,32,Research & Development,Research Scientist,4087,No,0.0022,Low,N/A,0.0712,0.9288,0.0,0.0
1576,48,Research & Development,Research Scientist,2367,No,0.1177,Low,N/A,0.0544,0.9309,0.0,0.0146
1577,34,Research & Development,Research Scientist,2972,No,0.1085,Low,N/A,0.0636,0.9364,0.0,0.0
1578,55,Sales,Manager,19586,No,0.0025,Low,N/A,0.0627,0.9078,0.0,0.0295
1580,34,Research & Development,Research Scientist,5484,No,0.0016,Low,N/A,0.1384,0.8616,0.0,0.0
1581,26,Research & Development,Research Scientist,2061,No,0.3333,Medium,N/A,0.007,0.9881,0.0,0.0049
1582,38,Sales,Sales Executive,9924,No,0.1602,Low,N/A,0.0186,0.7337,0.0,0.2477
1583,38,Sales,Sales Executive,4198,No,0.0865,Low,N/A,0.0029,0.9971,0.0,0.0
1585,36,Sales,Sales Executive,6815,No,0.0765,Low,N/A,0.0204,0.9647,0.0,0.0149
1586,29,Research & Development,Laboratory Technician,4723,No,0.0695,Low,N/A,0.029,0.9415,0.0,0.0294
1587,35,Research & Development,Healthcare Representative,6142,No,0.0438,Low,N/A,0.0219,0.9781,0.0,0.0
1588,39,Sales,Sales Executive,8237,No,0.0293,Low,N/A,0.0235,0.9566,0.0,0.0198
1590,29,Research & Development,Healthcare Representative,8853,No,0.0133,Low,N/A,0.0389,0.8966,0.0,0.0645
1591,50,Sales,Manager,19331,No,0.042,Low,N/A,0.0551,0.9399,0.0,0.005
1592,23,Research & Development,Research Scientist,2073,No,0.0046,Low,N/A,0.009,0.991,0.0,0.0
1594,36,Research & Development,Laboratory Technician,5562,No,0.0368,Low,N/A,0.0409,0.9591,0.0,0.0
1595,42,Research & Development,Manager,19613,No,0.0034,Low,N/A,0.0283,0.957,0.0,0.0148
1596,35,Research & Development,Laboratory Technician,3407,No,0.0106,Low,N/A,0.0716,0.8942,0.0,0.0343
1597,34,Research & Development,Healthcare Representative,5063,No,0.0438,Low,N/A,0.0558,0.9343,0.0,0.0099
1598,40,Sales,Sales Executive,4639,No,0.0182,Low,N/A,0.0176,0.9824,0.0,0.0
1599,43,Research & Development,Laboratory Technician,4876,No,0.0075,Low,N/A,0.018,0.982,0.0,0.0
1601,35,Research & Development,Laboratory Technician,2690,No,0.0057,Low,N/A,0.0898,0.9102,0.0,0.0
1602,46,Sales,Manager,17567,No,0.0104,Low,N/A,0.1233,0.7728,0.0,0.1039
1604,28,Research & Development,Laboratory Technician,2408,Yes,0.9879,Critical,Compensation,0.0341,0.9659,0.0,0.0
1605,22,Research & Development,Research Scientist,2814,No,0.2481,Low,N/A,0.7653,0.2347,0.0,0.0
1606,50,Research & Development,Healthcare Representative,11245,No,0.0043,Low,N/A,0.0985,0.8817,0.0,0.0198
1607,32,Research & Development,Research Scientist,3312,No,0.0008,Low,N/A,0.0124,0.9876,0.0,0.0
1608,44,Research & Development,Research Director,19049,No,0.0015,Low,N/A,0.6851,0.2803,0.0,0.0347
1609,30,Research & Development,Research Scientist,2141,No,0.0685,Low,N/A,0.0355,0.9645,0.0,0.0
1611,45,Research & Development,Laboratory Technician,5769,No,0.0956,Low,N/A,0.054,0.9363,0.0,0.0097
1612,45,Sales,Sales Executive,4385,No,0.0446,Low,N/A,0.0313,0.9443,0.0,0.0244
1613,31,Sales,Sales Executive,5332,No,0.1341,Low,N/A,0.004,0.991,0.0,0.0049
1614,36,Research & Development,Manufacturing Director,4663,No,0.1827,Low,N/A,0.0583,0.9417,0.0,0.0
1615,34,Research & Development,Manufacturing Director,4724,No,0.006,Low,N/A,0.0222,0.9483,0.0,0.0296
1617,49,Research & Development,Laboratory Technician,3211,No,0.0534,Low,N/A,0.0622,0.9281,0.0,0.0097
1618,39,Research & Development,Manufacturing Director,5377,No,0.0021,Low,N/A,0.0221,0.9188,0.0,0.0591
1619,27,Research & Development,Laboratory Technician,4066,No,0.0202,Low,N/A,0.0251,0.96,0.0,0.0148
1621,35,Research & Development,Research Scientist,5208,No,0.0064,Low,N/A,0.0184,0.928,0.0,0.0537
1622,28,Research & Development,Manufacturing Director,4877,No,0.0611,Low,N/A,0.047,0.953,0.0,0.0
1623,21,Research & Development,Research Scientist,3117,No,0.0318,Low,N/A,0.0187,0.9813,0.0,0.0
1624,18,Sales,Sales Representative,1569,Yes,0.9944,Critical,Compensation,0.0439,0.9561,0.0,0.0
1625,47,Human Resources,Manager,19658,No,0.003,Low,N/A,0.0171,0.9829,0.0,0.0
1627,39,Research & Development,Laboratory Technician,3069,No,0.0047,Low,N/A,0.0221,0.9384,0.0,0.0394
1628,40,Research & Development,Manufacturing Director,10435,No,0.0651,Low,N/A,0.046,0.8401,0.0,0.1138
1630,35,Research & Development,Healthcare Representative,4148,No,1e-04,Low,N/A,0.0196,0.9166,0.0,0.0638
1631,37,Research & Development,Manufacturing Director,5768,No,0.0709,Low,N/A,0.0725,0.9275,0.0,0.0
1633,39,Research & Development,Manufacturing Director,5042,No,0.0519,Low,N/A,0.0492,0.9311,0.0,0.0197
1635,45,Research & Development,Manufacturing Director,5770,No,0.0028,Low,N/A,0.0181,0.9719,0.0,0.01
1638,38,Research & Development,Manufacturing Director,7756,No,0.0022,Low,N/A,0.0311,0.9491,0.0,0.0198
1639,35,Sales,Sales Executive,10306,Yes,0.9424,Critical,Compensation,0.0187,0.9369,0.0,0.0444
1640,37,Research & Development,Research Scientist,3936,No,0.113,Low,N/A,0.0281,0.9521,0.0,0.0198
1641,40,Research & Development,Manufacturing Director,7945,No,0.2726,Low,N/A,0.8961,0.1039,0.0,0.0
1642,44,Human Resources,Human Resources,5743,No,0.0484,Low,N/A,0.0675,0.8982,0.0,0.0343
1644,48,Research & Development,Manager,15202,No,0.0004,Low,N/A,0.0446,0.9306,0.0,0.0248
1645,35,Sales,Sales Executive,5440,Yes,0.9805,Critical,Burnout,0.9314,0.0686,0.0,0.0
1646,24,Research & Development,Research Scientist,3760,No,0.2783,Low,N/A,0.0771,0.9229,0.0,0.0
1647,27,Research & Development,Research Scientist,3517,No,0.1107,Low,N/A,0.0181,0.9819,0.0,0.0
1648,27,Research & Development,Research Scientist,2580,No,0.0552,Low,N/A,0.0707,0.9293,0.0,0.0
1649,40,Research & Development,Laboratory Technician,2166,Yes,0.9866,Critical,Burnout,0.9122,0.0878,0.0,0.0
1650,29,Sales,Sales Executive,5869,No,0.4093,Medium,N/A,0.0114,0.9838,0.0,0.0049
1651,36,Research & Development,Healthcare Representative,8008,No,0.0092,Low,N/A,0.0085,0.9717,0.0,0.0197
1653,25,Research & Development,Manufacturing Director,5206,No,0.0004,Low,N/A,0.0284,0.9272,0.0,0.0445
1654,39,Research & Development,Manufacturing Director,5295,No,0.3061,Medium,N/A,0.0181,0.9819,0.0,0.0
1655,49,Research & Development,Research Director,16413,No,0.0063,Low,N/A,0.0303,0.9647,0.0,0.005
1656,50,Research & Development,Research Director,13269,No,0.0018,Low,N/A,0.064,0.9114,0.0,0.0246
1657,20,Sales,Sales Representative,2783,No,0.1036,Low,N/A,0.0037,0.9963,0.0,0.0
1658,34,Research & Development,Research Scientist,5433,No,0.0024,Low,N/A,0.0053,0.9155,0.0,0.0792
1659,36,Research & Development,Laboratory Technician,2013,No,0.1476,Low,N/A,0.0149,0.9851,0.0,0.0
1661,49,Research & Development,Healthcare Representative,13966,No,0.0034,Low,N/A,0.0918,0.8934,0.0,0.0147
1662,36,Research & Development,Manufacturing Director,4374,No,0.0004,Low,N/A,0.0104,0.9747,0.0,0.0149
1664,36,Research & Development,Healthcare Representative,6842,No,0.0051,Low,N/A,0.0159,0.9841,0.0,0.0
1665,54,Research & Development,Manager,17426,No,0.0012,Low,N/A,0.0442,0.8374,0.0,0.1184
1666,43,Research & Development,Research Director,17603,No,0.0116,Low,N/A,0.059,0.8866,0.0,0.0543
1667,35,Sales,Sales Executive,4581,No,0.09,Low,N/A,0.0364,0.9586,0.0,0.005
1668,38,Research & Development,Research Scientist,4735,No,0.0009,Low,N/A,0.0181,0.8737,0.0,0.1082
1669,29,Sales,Sales Executive,4187,No,0.0151,Low,N/A,0.743,0.2521,0.0,0.0049
1670,33,Sales,Sales Executive,5505,No,0.0002,Low,N/A,0.0276,0.9624,0.0,0.01
1671,32,Research & Development,Research Scientist,5470,No,0.0024,Low,N/A,0.0469,0.9332,0.0,0.0199
1673,31,Sales,Sales Executive,5476,No,0.0278,Low,N/A,0.0081,0.9822,0.0,0.0097
1674,49,Research & Development,Laboratory Technician,2587,No,0.1687,Low,N/A,0.9329,0.0671,0.0,0.0
1675,38,Research & Development,Laboratory Technician,2440,No,0.0307,Low,N/A,0.0037,0.9963,0.0,0.0
1676,47,Sales,Manager,15972,No,0.0015,Low,N/A,0.0429,0.9421,0.0,0.015
1677,49,Research & Development,Manager,15379,No,0.017,Low,N/A,0.0364,0.9294,0.0,0.0341
1678,41,Sales,Sales Executive,7082,No,0.1121,Low,N/A,0.0429,0.9571,0.0,0.0
1680,20,Sales,Sales Representative,2728,No,0.1428,Low,N/A,0.0037,0.9864,0.0,0.0099
1681,33,Sales,Sales Executive,5368,No,0.0046,Low,N/A,0.0842,0.9158,0.0,0.0
1682,36,Research & Development,Healthcare Representative,5347,No,0.0788,Low,N/A,0.0702,0.9298,0.0,0.0
1683,44,Human Resources,Human Resources,3195,No,0.0088,Low,N/A,0.1126,0.8824,0.0,0.005
1684,23,Research & Development,Laboratory Technician,3989,Yes,0.9771,Critical,Compensation,0.0107,0.9893,0.0,0.0
1687,38,Research & Development,Laboratory Technician,3306,No,0.0139,Low,N/A,0.0741,0.921,0.0,0.005
1689,53,Research & Development,Healthcare Representative,7005,No,0.0056,Low,N/A,0.0112,0.9888,0.0,0.0
1691,48,Sales,Sales Representative,2655,No,0.2073,Low,N/A,0.0523,0.9379,0.0,0.0098
1692,32,Research & Development,Laboratory Technician,1393,Yes,0.9783,Critical,Compensation,0.004,0.996,0.0,0.0
1693,26,Research & Development,Laboratory Technician,2570,No,0.0043,Low,N/A,0.0293,0.9263,0.0,0.0444
1694,55,Research & Development,Research Scientist,3537,No,0.0799,Low,N/A,0.024,0.9662,0.0,0.0098
1696,34,Research & Development,Laboratory Technician,3986,No,0.0042,Low,N/A,0.0131,0.972,0.0,0.0149
1697,60,Research & Development,Healthcare Representative,10883,No,0.0002,Low,N/A,0.0368,0.9336,0.0,0.0296
1698,33,Research & Development,Laboratory Technician,2028,No,0.0013,Low,N/A,0.0341,0.9019,0.0,0.0641
1700,37,Sales,Sales Executive,9525,No,0.0311,Low,N/A,0.0885,0.8369,0.0,0.0746
1701,34,Research & Development,Research Scientist,2929,No,0.0521,Low,N/A,0.0028,0.9529,0.0,0.0443
1702,23,Sales,Sales Representative,2275,Yes,0.9315,Critical,Compensation,0.0129,0.9871,0.0,0.0
1703,44,Research & Development,Healthcare Representative,7879,No,0.0181,Low,N/A,0.0553,0.8955,0.0,0.0493
1704,35,Research & Development,Research Scientist,4930,No,0.0151,Low,N/A,0.0824,0.9176,0.0,0.0
1706,43,Sales,Sales Executive,7847,No,0.0551,Low,N/A,0.0686,0.8817,0.0,0.0497
1707,24,Research & Development,Research Scientist,4401,No,0.007,Low,N/A,0.005,0.995,0.0,0.0
1708,41,Sales,Sales Executive,9241,No,0.1103,Low,N/A,0.0187,0.8025,0.0,0.1788
1709,29,Research & Development,Laboratory Technician,2974,No,0.0168,Low,N/A,0.02,0.98,0.0,0.0
1710,36,Sales,Sales Representative,4502,No,0.1341,Low,N/A,0.0387,0.9264,0.0,0.0348
1712,45,Research & Development,Healthcare Representative,10748,No,0.0032,Low,N/A,0.0673,0.8493,0.0,0.0834
1714,24,Human Resources,Human Resources,1555,Yes,0.9734,Critical,Compensation,0.014,0.986,0.0,0.0
1716,47,Sales,Sales Executive,12936,Yes,0.9861,Critical,Compensation,0.0985,0.8819,0.0,0.0197
1718,26,Research & Development,Laboratory Technician,2305,No,0.0723,Low,N/A,0.0135,0.9865,0.0,0.0
1719,45,Research & Development,Research Director,16704,No,0.0298,Low,N/A,0.0424,0.9282,0.0,0.0294
1720,32,Research & Development,Research Scientist,3433,Yes,0.5566,High,Compensation,0.0344,0.9656,0.0,0.0
1721,31,Research & Development,Laboratory Technician,3477,No,0.0101,Low,N/A,0.0213,0.9787,0.0,0.0
1722,41,Human Resources,Human Resources,6430,No,0.0055,Low,N/A,0.0119,0.9782,0.0,0.0099
1724,40,Research & Development,Manufacturing Director,6516,No,0.4429,Medium,N/A,0.0455,0.9545,0.0,0.0
1725,24,Research & Development,Laboratory Technician,3907,No,0.0419,Low,N/A,0.0159,0.9841,0.0,0.0
1727,46,Research & Development,Healthcare Representative,5562,No,0.0098,Low,N/A,0.0124,0.9681,0.0,0.0195
1728,35,Research & Development,Manufacturing Director,6883,No,0.0065,Low,N/A,0.0077,0.9777,0.0,0.0146
1729,30,Research & Development,Research Scientist,2862,No,0.0155,Low,N/A,0.0597,0.9354,0.0,0.0049
1731,47,Sales,Sales Executive,4978,No,0.0456,Low,N/A,0.0712,0.919,0.0,0.0098
1732,46,Sales,Sales Executive,10368,No,0.0883,Low,N/A,0.6563,0.2942,0.0,0.0495
1733,36,Sales,Sales Executive,6134,No,0.1347,Low,N/A,0.0776,0.9224,0.0,0.0
1734,32,Sales,Sales Executive,6735,Yes,0.9958,Critical,Compensation,0.0124,0.9876,0.0,0.0
1735,23,Research & Development,Laboratory Technician,3295,Yes,0.8372,Critical,Compensation,0.0436,0.9564,0.0,0.0
1736,31,Research & Development,Manufacturing Director,5238,No,0.018,Low,N/A,0.079,0.921,0.0,0.0
1737,39,Research & Development,Laboratory Technician,6472,No,0.0011,Low,N/A,0.0498,0.8816,0.0,0.0685
1739,32,Sales,Sales Executive,9610,Yes,0.6269,High,Compensation,0.078,0.897,0.0,0.025
1740,40,Sales,Manager,19833,No,0.0341,Low,N/A,0.138,0.8125,0.0,0.0496
1744,45,Human Resources,Human Resources,9756,No,0.0405,Low,N/A,0.0042,0.961,0.0,0.0349
1745,30,Research & Development,Research Scientist,4968,No,0.0037,Low,N/A,0.0121,0.9583,0.0,0.0295
1746,24,Human Resources,Human Resources,2145,No,0.1223,Low,N/A,0.0127,0.9873,0.0,0.0
1747,30,Human Resources,Human Resources,2180,Yes,0.9779,Critical,Compensation,0.0324,0.9676,0.0,0.0
1749,31,Sales,Sales Executive,8346,No,0.0092,Low,N/A,0.0228,0.9772,0.0,0.0
1751,27,Research & Development,Research Scientist,3445,No,0.0367,Low,N/A,0.053,0.947,0.0,0.0
1752,29,Sales,Sales Representative,2760,Yes,0.9788,Critical,Compensation,0.0,1.0,0.0,0.0
1753,29,Research & Development,Healthcare Representative,6294,No,0.0077,Low,N/A,0.037,0.9333,0.0,0.0297
1754,30,Sales,Sales Executive,7140,No,0.116,Low,N/A,0.0188,0.9516,0.0,0.0296
1755,34,Research & Development,Research Scientist,2932,No,0.0047,Low,N/A,0.0766,0.9234,0.0,0.0
1756,33,Sales,Sales Executive,5147,No,0.0493,Low,N/A,0.058,0.9124,0.0,0.0296
1757,49,Sales,Sales Executive,4507,No,0.0192,Low,N/A,0.0081,0.9919,0.0,0.0
1758,33,Sales,Sales Executive,8564,Yes,0.9989,Critical,Burnout,0.9611,0.0389,0.0,0.0
1760,38,Research & Development,Laboratory Technician,2468,No,0.199,Low,N/A,0.0535,0.9465,0.0,0.0
1761,31,Sales,Sales Executive,8161,Yes,0.9527,Critical,Compensation,0.0165,0.9835,0.0,0.0
1762,29,Research & Development,Research Scientist,2109,No,0.0843,Low,N/A,0.0,1.0,0.0,0.0
1763,30,Research & Development,Healthcare Representative,5294,No,0.0196,Low,N/A,0.0147,0.9853,0.0,0.0
1764,32,Research & Development,Research Scientist,2718,No,0.044,Low,N/A,0.0272,0.9481,0.0,0.0248
1766,38,Research & Development,Healthcare Representative,5811,No,0.0237,Low,N/A,0.0861,0.9139,0.0,0.0
1767,43,Research & Development,Research Scientist,2437,Yes,0.9798,Critical,Compensation,0.0358,0.9543,0.0,0.0099
1768,42,Research & Development,Laboratory Technician,2766,No,0.0145,Low,N/A,0.0598,0.9352,0.0,0.0049
1770,55,Research & Development,Research Director,19038,No,0.0336,Low,N/A,0.0403,0.9447,0.0,0.015
1771,33,Research & Development,Research Scientist,3055,No,0.0111,Low,N/A,0.0544,0.9161,0.0,0.0295
1772,41,Research & Development,Laboratory Technician,2289,No,0.0109,Low,N/A,0.0257,0.9743,0.0,0.0
1774,34,Sales,Sales Executive,4001,No,0.0002,Low,N/A,0.0311,0.9493,0.0,0.0196
1775,53,Research & Development,Manufacturing Director,12965,No,0.0041,Low,N/A,0.8069,0.1735,0.0,0.0196
1778,43,Human Resources,Human Resources,3539,No,0.0019,Low,N/A,0.021,0.9045,0.0,0.0745
1779,34,Sales,Sales Executive,6029,No,0.0335,Low,N/A,0.0263,0.9737,0.0,0.0
1780,21,Sales,Sales Representative,2679,Yes,0.9619,Critical,Compensation,0.0062,0.9938,0.0,0.0
1782,38,Research & Development,Laboratory Technician,3702,No,0.0249,Low,N/A,0.01,0.99,0.0,0.0
1783,22,Research & Development,Laboratory Technician,2398,Yes,0.9866,Critical,Compensation,0.0205,0.9795,0.0,0.0
1784,31,Sales,Sales Executive,5468,No,0.0906,Low,N/A,0.033,0.9574,0.0,0.0096
1786,51,Research & Development,Manager,13116,No,0.0328,Low,N/A,0.0278,0.9424,0.0,0.0299
1787,37,Sales,Sales Executive,4189,No,0.0681,Low,N/A,0.0064,0.9936,0.0,0.0
1789,46,Research & Development,Research Director,19328,No,0.0016,Low,N/A,0.1128,0.8774,0.0,0.0098
1790,36,Research & Development,Healthcare Representative,8321,No,0.1402,Low,N/A,0.0774,0.8934,0.0,0.0293
1792,44,Research & Development,Research Scientist,2342,Yes,0.9208,Critical,Burnout,0.9093,0.0907,0.0,0.0
1794,37,Human Resources,Human Resources,4071,No,0.1117,Low,N/A,0.0376,0.9426,0.0,0.0198
1797,35,Sales,Sales Executive,5813,Yes,0.9286,Critical,Compensation,0.0321,0.9335,0.0,0.0344
1798,33,Research & Development,Research Scientist,3143,No,0.0387,Low,N/A,0.0158,0.9448,0.0,0.0393
1799,28,Research & Development,Research Scientist,2044,No,0.0016,Low,N/A,0.042,0.9482,0.0,0.0099
1800,39,Research & Development,Research Director,13464,No,0.0268,Low,N/A,0.0225,0.9527,0.0,0.0247
1801,46,Sales,Sales Executive,7991,No,0.1904,Low,N/A,0.0267,0.9683,0.0,0.005
1802,40,Research & Development,Laboratory Technician,3377,No,0.0379,Low,N/A,0.0712,0.914,0.0,0.0148
1803,42,Research & Development,Healthcare Representative,5538,No,0.0168,Low,N/A,0.0777,0.9223,0.0,0.0
1804,35,Research & Development,Manufacturing Director,5762,No,0.0002,Low,N/A,0.0234,0.9268,0.0,0.0497
1805,38,Human Resources,Human Resources,2592,No,0.0146,Low,N/A,0.0191,0.9269,0.0,0.054
1807,34,Research & Development,Laboratory Technician,5346,Yes,0.9188,Critical,Compensation,0.045,0.95,0.0,0.005
1809,37,Research & Development,Manufacturing Director,4213,Yes,0.9569,Critical,Compensation,0.024,0.9661,0.0,0.0099
1812,39,Sales,Sales Executive,4127,No,0.0021,Low,N/A,0.0242,0.9708,0.0,0.0049
1813,43,Research & Development,Research Scientist,2438,No,0.3061,Medium,N/A,0.0742,0.9258,0.0,0.0
1814,41,Research & Development,Healthcare Representative,6870,No,0.0495,Low,N/A,0.0561,0.9439,0.0,0.0
1815,41,Sales,Sales Executive,10447,No,0.0206,Low,N/A,0.0567,0.8843,0.0,0.0591
1816,30,Research & Development,Manufacturing Director,9667,No,0.4275,Medium,N/A,0.0364,0.929,0.0,0.0346
1818,26,Human Resources,Human Resources,2148,Yes,0.5827,High,Compensation,0.0447,0.9553,0.0,0.0
1821,46,Research & Development,Healthcare Representative,8926,Yes,0.946,Critical,Compensation,0.0165,0.9443,0.0,0.0393
1822,40,Research & Development,Healthcare Representative,6513,No,0.0002,Low,N/A,0.0239,0.9663,0.0,0.0098
1823,34,Sales,Sales Executive,6799,No,0.0014,Low,N/A,0.0127,0.9228,0.0,0.0645
1824,58,Sales,Manager,16291,No,0.0038,Low,N/A,0.1212,0.7949,0.0,0.0839
1826,35,Research & Development,Laboratory Technician,2705,No,0.0647,Low,N/A,0.0214,0.9786,0.0,0.0
1827,47,Research & Development,Manufacturing Director,10333,No,0.0312,Low,N/A,0.074,0.7922,0.0,0.1338
1829,40,Research & Development,Healthcare Representative,4448,No,0.0089,Low,N/A,0.0174,0.9528,0.0,0.0298
1830,54,Research & Development,Research Scientist,6854,No,0.0251,Low,N/A,0.0652,0.9299,0.0,0.005
